replicate,seed,success,error,selected_lambda,selected_init,penalized_bic,refit_loglik,refit_bic,screened_original_indices,screened_features,active_original_indices,active_counts,seconds,pi_0,pi_1,intercept_0,beta_0_1,beta_0_2,beta_0_3,beta_0_4,beta_0_5,beta_0_6,beta_0_7,beta_0_8,beta_0_9,beta_0_10,beta_0_11,beta_0_12,beta_0_13,beta_0_14,beta_0_15,beta_0_16,beta_0_17,beta_0_18,beta_0_19,beta_0_20,beta_0_21,beta_0_22,beta_0_23,beta_0_24,beta_0_25,beta_0_26,beta_0_27,beta_0_28,beta_0_29,beta_0_30,beta_0_31,beta_0_32,beta_0_33,beta_0_34,beta_0_35,beta_0_36,beta_0_37,beta_0_38,beta_0_39,beta_0_40,beta_0_41,beta_0_42,beta_0_43,beta_0_44,beta_0_45,beta_0_46,beta_0_47,beta_0_48,beta_0_49,beta_0_50,beta_0_51,beta_0_52,beta_0_53,beta_0_54,intercept_1,beta_1_1,beta_1_2,beta_1_3,beta_1_4,beta_1_5,beta_1_6,beta_1_7,beta_1_8,beta_1_9,beta_1_10,beta_1_11,beta_1_12,beta_1_13,beta_1_14,beta_1_15,beta_1_16,beta_1_17,beta_1_18,beta_1_19,beta_1_20,beta_1_21,beta_1_22,beta_1_23,beta_1_24,beta_1_25,beta_1_26,beta_1_27,beta_1_28,beta_1_29,beta_1_30,beta_1_31,beta_1_32,beta_1_33,beta_1_34,beta_1_35,beta_1_36,beta_1_37,beta_1_38,beta_1_39,beta_1_40,beta_1_41,beta_1_42,beta_1_43,beta_1_44,beta_1_45,beta_1_46,beta_1_47,beta_1_48,beta_1_49,beta_1_50,beta_1_51,beta_1_52,beta_1_53,beta_1_54,extra_1_log_alpha,alpha_1
144,1383801247,True,,50.0,kmeans_glm,7722.337917398161,-3716.181447595425,7640.7966422939235,"[0, 5, 16, 11, 38, 3, 22, 28, 18, 21, 9, 14, 1, 17, 12, 26, 10, 6, 49, 13, 25, 42, 15, 19, 48, 24, 47, 27, 41, 33, 32, 2, 46, 4, 52, 54, 53, 7, 51, 23, 31, 20, 30, 50, 43, 45, 40, 8, 39, 35, 29]","[""Intercept"", ""xage"", ""child"", ""disea"", ""plan_11"", ""black"", ""fmde"", ""lnum"", ""lfam"", ""logc"", ""num"", ""mdeoff"", ""coins"", ""fchild"", ""physlm"", ""xghindx"", ""mhi"", ""female"", ""site_5"", ""ghindx"", ""hlthp"", ""plan_16"", ""pioff"", ""lpi"", ""site_4"", ""hlthf"", ""site_3"", ""linc"", ""plan_15"", ""plan_6"", ""plan_5"", ""tookphys"", ""site_2"", ""income"", ""year_3"", ""year_5"", ""year_4"", ""educdec"", ""year_2"", ""hlthg"", ""plan_4"", ""idp"", ""plan_3"", ""site_6"", ""plan_17"", ""plan_19"", ""plan_14"", ""time"", ""plan_13"", ""plan_8"", ""plan_2""]","[[5, 16, 11, 3, 22, 21, 1, 6, 25, 42, 48, 47, 41, 33, 7, 50, 43], [5, 11, 25]]","[17, 3]",1376.0834226608276,0.8260287694252973,0.17397123057470268,-2.179697893725164,-0.06779260708551572,0.0,-0.10614358576926958,0.0,0.20437538871832253,0.1249467850075186,0.11511123513352987,0.0,0.0,0.0,0.10922147843725385,0.0,0.0,0.0,0.0,-0.2225712798902873,0.0,0.0,0.0,0.0,-0.13130107109006173,-0.06756593814906145,0.0,0.0,0.07665132649215882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11932742338755996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2671064700842843,-0.2863803254573855,0.11418250314254184,0.0,0.0,0.0,0.16794584826629935,-0.1644755248251672,0.0,-0.2942871061088612,0.0,0.0,0.0,0.0,0.5472129849455317,0.0,0.0,0.0,0.0,0.46758371466398096,0.0,0.0,0.0,0.0,0.0,0.15812748797742907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1466828013507971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.133205517070176,8.441884089686456
145,1329534451,True,,50.0,kmeans_glm,7522.665326436322,-3645.0328656366746,7463.76052052591,"[0, 5, 16, 28, 18, 22, 9, 38, 3, 14, 11, 26, 1, 21, 12, 13, 17, 15, 10, 49, 19, 46, 42, 24, 52, 48, 47, 4, 6, 40, 41, 27, 45, 37, 33, 51, 53, 54, 25, 50, 32, 23, 7, 30, 29, 36, 2, 35, 43, 39, 8]","[""Intercept"", ""xage"", ""child"", ""lnum"", ""lfam"", ""fmde"", ""num"", ""plan_11"", ""black"", ""mdeoff"", ""disea"", ""xghindx"", ""coins"", ""logc"", ""physlm"", ""ghindx"", ""fchild"", ""pioff"", ""mhi"", ""site_5"", ""lpi"", ""site_2"", ""plan_16"", ""hlthf"", ""year_3"", ""site_4"", ""site_3"", ""income"", ""female"", ""plan_14"", ""plan_15"", ""linc"", ""plan_19"", ""plan_10"", ""plan_6"", ""year_2"", ""year_4"", ""year_5"", ""hlthp"", ""site_6"", ""plan_5"", ""hlthg"", ""educdec"", ""plan_3"", ""plan_2"", ""plan_9"", ""tookphys"", ""plan_8"", ""plan_17"", ""plan_13"", ""time""]","[[5, 16, 22, 3, 11, 1, 21, 49, 24, 52, 48, 47, 6, 50, 29, 43], []]","[16, 0]",1297.093932390213,0.858933013328961,0.14106698667103912,-2.285074871440784,-0.267260014940626,0.0,-0.16168624937056167,0.0,0.3085295263182408,0.10482366663774949,0.0,0.0,0.0,0.0,0.022454464907012705,0.0,0.0,0.0,0.0,-0.09222589169195071,0.0,0.0,0.0,0.0,0.04461178849546747,-0.2658670180051978,0.0,0.10215395482039359,0.0,0.0,0.0,0.0,0.10185622767871291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142185463042892,0.0,0.0,0.0,0.06853055168528376,-0.20580963399416333,-0.15190864776688542,-0.39632738552664337,0.0,-1.800202289890685,0.0,0.0,0.7293703749440702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4261766892263577,11.315536458460482
146,591488023,True,,25.0,quantile_glm,7860.473000366468,-3742.9124471769073,7824.529733396308,"[0, 5, 16, 12, 38, 11, 28, 18, 22, 21, 9, 14, 1, 3, 26, 13, 17, 42, 6, 24, 10, 15, 48, 2, 45, 49, 47, 52, 33, 50, 32, 43, 51, 4, 41, 23, 54, 40, 19, 27, 36, 31, 20, 34, 35, 8, 39, 46, 37, 30, 53]","[""Intercept"", ""xage"", ""child"", ""physlm"", ""plan_11"", ""disea"", ""lnum"", ""lfam"", ""fmde"", ""logc"", ""num"", ""mdeoff"", ""coins"", ""black"", ""xghindx"", ""ghindx"", ""fchild"", ""plan_16"", ""female"", ""hlthf"", ""mhi"", ""pioff"", ""site_4"", ""tookphys"", ""plan_19"", ""site_5"", ""site_3"", ""year_3"", ""plan_6"", ""site_6"", ""plan_5"", ""plan_17"", ""year_2"", ""income"", ""plan_15"", ""hlthg"", ""year_5"", ""plan_14"", ""lpi"", ""linc"", ""plan_9"", ""plan_4"", ""idp"", ""plan_7"", ""plan_8"", ""time"", ""plan_13"", ""site_2"", ""plan_10"", ""plan_3"", ""year_4""]","[[5, 16, 12, 21, 1, 3, 6, 24, 48, 2, 45, 47, 52, 33, 50, 43, 54, 31, 34], [5, 16, 12, 38, 11, 28, 18, 9, 1, 3, 42, 2, 50, 4, 23, 53]]","[19, 16]",1707.736828327179,0.8054508602410141,0.19454913975898588,-2.689178277373895,-0.05752942523333265,0.10832354567931238,-0.054379169237233425,0.0,0.11571531595879019,0.1641850409506596,0.0,0.0,0.0,0.0,0.0,0.09431115751528833,0.0,0.0,0.0,-0.1912017308138518,0.0,0.0,0.0,0.0,-0.38988890390158876,0.0,0.0,0.13599651567655333,0.0,0.0,0.0,0.0,0.0,0.0,-0.1515123246809809,0.0,-0.09139482475429225,0.12241562842674893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13113982840032373,0.0,-1.5801752662200172,0.0,0.14410179669122555,-0.16843665452442136,0.0,-0.3659918832516356,0.0,-1.5635570232840934,0.0,-1.0088823879072477,-0.2092604654835597,-0.052353914068589344,0.16574198073241111,-0.7489840417171156,0.31383992957480067,0.14901951541802552,0.0,0.0,0.0,-0.1538049494512711,0.0,0.20521976325307584,0.15613163646261322,0.0,0.0,0.0,-0.39481858654271657,0.0,-0.14092287056349004,0.0,0.0,0.0,0.0,0.12312106203149165,0.0,0.0,0.0,0.0,-0.14092414238121795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19428794944633443,0.0,0.0,0.0,-0.17431205533042324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7672827931597546,0.0,0.0,0.1302783209503719,0.0,1.428921066836254,4.174193086114388
147,1762030052,True,,100.0,kmeans_glm,7914.418942452055,-3875.3103695837203,7837.468133793721,"[0, 5, 16, 28, 18, 9, 12, 11, 26, 13, 22, 14, 17, 38, 1, 21, 48, 10, 3, 42, 25, 24, 49, 6, 27, 52, 23, 15, 4, 45, 2, 50, 47, 51, 33, 46, 41, 53, 30, 54, 29, 40, 19, 32, 43, 44, 36, 8, 39, 31, 20]","[""Intercept"", ""xage"", ""child"", ""lnum"", ""lfam"", ""num"", ""physlm"", ""disea"", ""xghindx"", ""ghindx"", ""fmde"", ""mdeoff"", ""fchild"", ""plan_11"", ""coins"", ""logc"", ""site_4"", ""mhi"", ""black"", ""plan_16"", ""hlthp"", ""hlthf"", ""site_5"", ""female"", ""linc"", ""year_3"", ""hlthg"", ""pioff"", ""income"", ""plan_19"", ""tookphys"", ""site_6"", ""site_3"", ""year_2"", ""plan_6"", ""site_2"", ""plan_15"", ""year_4"", ""plan_3"", ""year_5"", ""plan_2"", ""plan_14"", ""lpi"", ""plan_5"", ""plan_17"", ""plan_18"", ""plan_9"", ""time"", ""plan_13"", ""plan_4"", ""idp""]","[[5, 21, 48, 25, 50, 29], []]","[6, 0]",1311.0446038246155,0.8397324485574198,0.16026755144258023,-1.9619214511474268,0.0,0.0,0.0,0.0,0.3776963702060438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23143977095261467,0.0,0.0,0.0,0.11209824713216222,0.0,0.0,0.0,0.07403068497431224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2609426114447068,0.0,-0.23585550235488312,0.0,0.0,0.0,0.0,0.9220600371686392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.398491275519707,11.006557984028738
148,1307944640,True,,50.0,kmeans_glm,7907.640944998779,-3822.4090896600183,7835.882447497854,"[0, 5, 16, 11, 12, 28, 18, 9, 26, 3, 13, 38, 22, 17, 21, 1, 10, 14, 49, 6, 48, 42, 25, 47, 46, 24, 32, 41, 45, 52, 34, 53, 4, 40, 51, 33, 23, 15, 27, 54, 7, 2, 8, 50, 19, 31, 29, 36, 37, 35, 20]","[""Intercept"", ""xage"", ""child"", ""disea"", ""physlm"", ""lnum"", ""lfam"", ""num"", ""xghindx"", ""black"", ""ghindx"", ""plan_11"", ""fmde"", ""fchild"", ""logc"", ""coins"", ""mhi"", ""mdeoff"", ""site_5"", ""female"", ""site_4"", ""plan_16"", ""hlthp"", ""site_3"", ""site_2"", ""hlthf"", ""plan_5"", ""plan_15"", ""plan_19"", ""year_3"", ""plan_7"", ""year_4"", ""income"", ""plan_14"", ""year_2"", ""plan_6"", ""hlthg"", ""pioff"", ""linc"", ""year_5"", ""educdec"", ""tookphys"", ""time"", ""site_6"", ""lpi"", ""plan_4"", ""plan_2"", ""plan_9"", ""plan_10"", ""plan_8"", ""idp""]","[[5, 16, 11, 12, 3, 13, 21, 1, 49, 6, 48, 25, 47, 34, 7, 50], [11, 12]]","[16, 2]",1152.749213218689,0.8372409480447957,0.16275905195520432,-2.1384718441537163,-0.09505913715860745,0.0,-0.09670774863279562,0.0,0.252569732934677,0.21801327391228872,0.09881957602418016,0.0,0.0,0.0,0.03412210685297805,0.010033704820903667,-0.1437978704753314,0.0,0.0,-0.11666045828106347,0.0,0.0,0.0,0.0,-0.33613571455280167,0.0,0.0,0.0,0.08755757530524201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11675985614826785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09703476573367245,-0.3414298536550895,-0.1400935001356632,-0.33212524401826277,0.0,0.0,0.0,0.0,0.6725166972340637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26274468315878635,0.29781168843713524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17102362762614,8.767253852332766
149,1469696186,True,,25.0,quantile_glm,7930.503750635146,-3762.3550266652205,7880.78437129819,"[0, 5, 16, 12, 11, 26, 38, 13, 1, 9, 17, 28, 18, 10, 22, 21, 3, 14, 25, 49, 23, 52, 19, 42, 4, 6, 15, 45, 51, 48, 32, 40, 54, 46, 41, 34, 53, 50, 30, 24, 47, 27, 31, 8, 33, 29, 37, 7, 36, 35, 20]","[""Intercept"", ""xage"", ""child"", ""physlm"", ""disea"", ""xghindx"", ""plan_11"", ""ghindx"", ""coins"", ""num"", ""fchild"", ""lnum"", ""lfam"", ""mhi"", ""fmde"", ""logc"", ""black"", ""mdeoff"", ""hlthp"", ""site_5"", ""hlthg"", ""year_3"", ""lpi"", ""plan_16"", ""income"", ""female"", ""pioff"", ""plan_19"", ""year_2"", ""site_4"", ""plan_5"", ""plan_14"", ""year_5"", ""site_2"", ""plan_15"", ""plan_7"", ""year_4"", ""site_6"", ""plan_3"", ""hlthf"", ""site_3"", ""linc"", ""plan_4"", ""time"", ""plan_6"", ""plan_2"", ""plan_10"", ""educdec"", ""plan_9"", ""plan_8"", ""idp""]","[[5, 12, 11, 38, 13, 1, 10, 21, 3, 25, 23, 52, 42, 4, 6, 48, 32, 54, 46, 41, 34, 53, 50, 30, 47, 8, 29], [5, 16, 12, 11, 1, 9, 17, 10, 49, 50]]","[27, 10]",1155.7968318462372,0.8256134485872539,0.17438655141274598,-2.604391054875962,-0.07316871909139575,0.0,-0.1262105631174802,0.08758622061368716,0.22206751571255254,0.15918739148171163,0.0,0.5331529497946518,0.0,-0.04883619536658398,0.035212668443468834,0.05771698325907362,-0.07480782110019313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10154917605538503,0.0,-0.0707392586793356,0.0,0.09886648768799507,0.0,0.0,0.0,0.10394293789130432,-1.062770835683449,0.0,-0.07947032082451203,0.0,0.11672308079960216,0.0,0.0,0.0,0.11660865896192738,0.0,0.0,-0.14070288682151197,-0.17819667869123024,0.0,0.0,0.0,-0.12364110769325758,0.065082754319222,-0.21038395862844012,0.0,-0.2822028180788713,0.0,-1.697654283510641,-1.0360096062465256,-1.0341302776959265,0.15787908100538803,-0.44967594235175373,0.0,0.0,0.0,0.15662616351805986,0.0,0.0,0.0,-0.2529101195111092,-0.26700933810243677,0.24556651110399827,0.19764403981332382,0.0,0.0,0.0,-0.1828419871614543,-0.26992767380297406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4295859863903802,0.6700293044463185,0.0,0.0,0.0,0.0,1.725635644604372,5.616089732495786
150,1110204204,True,,25.0,quantile_glm,8178.382765491721,-3853.3334879267786,8140.903948984959,"[0, 5, 16, 12, 22, 38, 14, 28, 18, 9, 21, 3, 1, 11, 15, 10, 26, 17, 47, 49, 19, 6, 13, 41, 42, 52, 25, 45, 33, 24, 48, 4, 32, 2, 54, 27, 36, 44, 31, 46, 51, 23, 30, 29, 40, 53, 37, 7, 8, 50, 35]","[""Intercept"", ""xage"", ""child"", ""physlm"", ""fmde"", ""plan_11"", ""mdeoff"", ""lnum"", ""lfam"", ""num"", ""logc"", ""black"", ""coins"", ""disea"", ""pioff"", ""mhi"", ""xghindx"", ""fchild"", ""site_3"", ""site_5"", ""lpi"", ""female"", ""ghindx"", ""plan_15"", ""plan_16"", ""year_3"", ""hlthp"", ""plan_19"", ""plan_6"", ""hlthf"", ""site_4"", ""income"", ""plan_5"", ""tookphys"", ""year_5"", ""linc"", ""plan_9"", ""plan_18"", ""plan_4"", ""site_2"", ""year_2"", ""hlthg"", ""plan_3"", ""plan_2"", ""plan_14"", ""year_4"", ""plan_10"", ""educdec"", ""time"", ""site_6"", ""plan_8""]","[[5, 16, 12, 22, 28, 18, 21, 3, 1, 26, 47, 49, 6, 41, 42, 52, 25, 45, 24, 48, 4, 54, 31, 29, 53, 8, 50], [5, 16, 12, 38, 9, 3, 1, 11, 10, 49, 19, 6, 41, 45, 33, 40, 53, 7, 50]]","[27, 19]",2245.957527399063,0.8017126661272984,0.19828733387270162,-3.4953971997220146,-0.10735809921783264,0.0,-0.0441782157065511,0.06397552070534324,0.24023062278605228,0.17503418986217184,0.0,0.5276360934378931,0.0,0.0,0.0,0.016226194639732214,0.0,0.0,0.0,-0.15438198199457437,0.0,-0.015413428261953908,0.0,0.0,-0.027902005424620707,-0.26738155237253686,0.0,0.14259276425945536,0.07133524360049938,-0.053097820706468575,0.0,-0.015414040213669046,0.12256023059233274,0.0,-1.1647851553792767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.650077457546016,-0.09060849838184584,0.0,0.0,-1.4042303056397067,0.0,0.19191752809391296,-0.2435783355340119,-0.0798467339959689,-0.2893785564368899,0.0,-1.8838330593674717,-0.3398937807137878,-1.0047818082146305,-0.19175203554562245,-0.4388800460113517,0.0,-0.9046984917861167,0.0,0.3189291933548499,0.1277946220130648,0.22487090899238776,0.0,-0.21394831327667238,-0.22853753437637453,0.06226353157031529,0.21461518698649193,0.0,0.0,0.0,-0.21008480216292272,0.0,0.0,-0.07732614226007549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27608422766473845,0.0,0.0,0.0,0.0,0.23715169420079033,0.0,0.27911159634151506,-0.06264737713377998,0.0,0.0,0.0,-0.28330243294826374,0.0,0.0,0.0,-0.3331165155977026,0.6884452992000133,0.0,0.0,0.13457138565411536,0.0,1.0884008043293683,2.9695214275604846
151,1902812860,True,,50.0,kmeans_glm,7744.517363257893,-3770.35325268201,7697.0318156913245,"[0, 5, 16, 12, 11, 17, 28, 18, 3, 9, 49, 38, 22, 26, 1, 14, 13, 21, 42, 23, 10, 24, 52, 47, 6, 48, 43, 41, 7, 33, 54, 32, 4, 51, 53, 44, 36, 45, 27, 2, 29, 37, 46, 15, 8, 50, 30, 39, 35, 31, 34]","[""Intercept"", ""xage"", ""child"", ""physlm"", ""disea"", ""fchild"", ""lnum"", ""lfam"", ""black"", ""num"", ""site_5"", ""plan_11"", ""fmde"", ""xghindx"", ""coins"", ""mdeoff"", ""ghindx"", ""logc"", ""plan_16"", ""hlthg"", ""mhi"", ""hlthf"", ""year_3"", ""site_3"", ""female"", ""site_4"", ""plan_17"", ""plan_15"", ""educdec"", ""plan_6"", ""year_5"", ""plan_5"", ""income"", ""year_2"", ""year_4"", ""plan_18"", ""plan_9"", ""plan_19"", ""linc"", ""tookphys"", ""plan_2"", ""plan_10"", ""site_2"", ""pioff"", ""time"", ""site_6"", ""plan_3"", ""plan_13"", ""plan_8"", ""plan_4"", ""plan_7""]","[[5, 16, 12, 11, 1, 21, 42, 47, 48, 43, 44, 29, 50, 34], []]","[14, 0]",974.6328585147858,0.8396602215442737,0.16033977845572633,-2.1188176686095597,-0.12783488947024424,0.0,0.0,0.0,0.13503032951990737,0.0,0.0,0.0,0.0,0.0,0.10938016435839813,0.07401742183640074,0.0,0.0,0.0,-0.24297323169446053,0.0,0.0,0.0,0.0,-0.3301374568460301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09292302990064252,0.0,0.0,0.0,0.0,0.0914106234462798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1374103386416728,0.21290766809845535,-0.17961122917170136,0.0,0.0,0.12457488953968623,-0.14505628768153173,0.0,-0.3485657185724666,0.0,0.0,0.0,0.0,0.8851215697927065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.391901646424894,10.934267295307244
152,1820350953,True,,50.0,quantile_glm,7596.012417539367,-3672.3275801289055,7518.3499495103715,"[0, 5, 16, 26, 11, 13, 3, 10, 38, 28, 18, 22, 9, 14, 1, 12, 17, 21, 47, 24, 48, 25, 6, 49, 15, 52, 50, 46, 42, 41, 51, 7, 33, 19, 53, 32, 37, 54, 30, 45, 23, 2, 27, 8, 34, 35, 40, 39, 4, 44, 31]","[""Intercept"", ""xage"", ""child"", ""xghindx"", ""disea"", ""ghindx"", ""black"", ""mhi"", ""plan_11"", ""lnum"", ""lfam"", ""fmde"", ""num"", ""mdeoff"", ""coins"", ""physlm"", ""fchild"", ""logc"", ""site_3"", ""hlthf"", ""site_4"", ""hlthp"", ""female"", ""site_5"", ""pioff"", ""year_3"", ""site_6"", ""site_2"", ""plan_16"", ""plan_15"", ""year_2"", ""educdec"", ""plan_6"", ""lpi"", ""year_4"", ""plan_5"", ""plan_10"", ""year_5"", ""plan_3"", ""plan_19"", ""hlthg"", ""tookphys"", ""linc"", ""time"", ""plan_7"", ""plan_8"", ""plan_14"", ""plan_13"", ""income"", ""plan_18"", ""plan_4""]","[[5, 11, 3, 10, 1, 21, 47, 24, 48, 25, 6, 50, 7, 34], [5, 16]]","[14, 2]",943.2514269351959,0.8526904070170036,0.1473095929829963,-2.1137665484862995,-0.17795945519989032,0.0,-0.09914235110177412,0.0,0.2918510709608592,0.17808331072552114,0.1946296151116005,0.0,0.0,-0.10487747085149234,0.012285275230100628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2859103721579298,0.0,0.0,0.1206686275409432,0.08792489722334364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06750969975527325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14184765882216388,-0.18141845618948263,0.0,-0.3232767939524474,0.0,0.0,0.0,0.0,0.4414097193833546,0.0,0.0,0.0,0.0,0.17237888810024093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.46677309891662844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9934927247693632,7.34112958183818
153,2123138873,True,,50.0,kmeans_glm,8024.666258974224,-3880.405385474716,7960.559778589876,"[0, 5, 16, 12, 11, 28, 18, 9, 26, 13, 3, 38, 22, 1, 21, 14, 10, 17, 6, 24, 49, 42, 52, 2, 15, 25, 51, 48, 47, 23, 46, 41, 29, 45, 4, 32, 19, 40, 43, 27, 36, 33, 31, 54, 44, 34, 30, 37, 8, 35, 39]","[""Intercept"", ""xage"", ""child"", ""physlm"", ""disea"", ""lnum"", ""lfam"", ""num"", ""xghindx"", ""ghindx"", ""black"", ""plan_11"", ""fmde"", ""coins"", ""logc"", ""mdeoff"", ""mhi"", ""fchild"", ""female"", ""hlthf"", ""site_5"", ""plan_16"", ""year_3"", ""tookphys"", ""pioff"", ""hlthp"", ""year_2"", ""site_4"", ""site_3"", ""hlthg"", ""site_2"", ""plan_15"", ""plan_2"", ""plan_19"", ""income"", ""plan_5"", ""lpi"", ""plan_14"", ""plan_17"", ""linc"", ""plan_9"", ""plan_6"", ""plan_4"", ""year_5"", ""plan_18"", ""plan_7"", ""plan_3"", ""plan_10"", ""time"", ""plan_8"", ""plan_13""]","[[5, 16, 12, 11, 3, 22, 1, 21, 10, 6, 42, 51, 48, 47, 29, 43, 34], [12, 11]]","[17, 2]",1357.3449075222015,0.8428281192155684,0.1571718807844316,-2.040936075315729,-0.09060839907948856,0.0,-0.16492429166022665,0.0,0.2156747459283737,0.14365149619267845,0.0,0.0,0.0,-0.06631845975081167,0.06454475794170146,0.06136051420585719,0.0,0.0,0.0,-0.12344303189650109,0.0,0.0,0.0,0.0,-0.12085131876441088,-0.22330526755758412,0.0,0.0,0.0,0.0,0.0,0.0,0.11928024624466566,0.0,0.0,0.0,0.0,0.15338812754294492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10517791766539478,0.14498980793697316,0.0,0.0,0.0,0.17483935162961387,-0.13399712549815845,0.0,0.0,-0.19352127375918196,0.0,0.0,0.0,0.6938139608802388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19963281270630412,0.294975905138097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1453541840366643,8.545067227788001
