example_id,n,method,param,Truth,Mean_Est,Mean_SE,SE_Success,Coverage,CI_Length
1,1000,louis,beta[1][4],-0.40040013307836914,-0.40183303169300727,0.04992083465419649,1.0,0.96,0.1956860760008083
1,1000,numeric,beta[0][0],-0.5014533536581576,-0.4953939223023632,0.08002444532464295,1.0,0.94,0.3136900614381897
1,1000,numeric,beta[0][1],-0.7966576654934129,-0.7996736300080006,0.07821682664815183,1.0,0.96,0.3066043264307806
1,1000,numeric,beta[0][2],0.9016100987353107,0.8934951569559392,0.08053522057616477,1.0,0.93,0.315692263632544
1,1000,numeric,beta[0][3],-0.9973368880246919,-0.9996764120663082,0.07963880675081483,1.0,0.99,0.31217838600668474
1,1000,numeric,beta[0][4],0.6006001996175536,0.61812868965124,0.07785163313780909,1.0,0.93,0.3051727941754615
1,1000,numeric,beta[1][0],0.9998985786292495,1.005324721017552,0.050944648630920346,1.0,0.94,0.19969935304330325
1,1000,numeric,beta[1][1],0.49791104093338306,0.49124920287589935,0.05010428472542357,1.0,0.94,0.19640518706594104
1,1000,numeric,beta[1][2],-0.7012522990163528,-0.6968823083629624,0.05061791757008718,1.0,0.94,0.19841859081957608
1,1000,numeric,beta[1][3],1.1968042656296303,1.1965027015639973,0.05010487519764869,1.0,0.95,0.19640750167453128
1,1000,numeric,beta[1][4],-0.40040013307836914,-0.40183303169300727,0.049920597567041876,1.0,0.96,0.19568514663623982
1,1500,louis,beta[0][0],-0.4981569526198134,-0.4891262604324844,0.0668064878198933,1.0,0.95,0.26187662012120927
1,1500,louis,beta[0][1],-0.7977747333350428,-0.8042045158351935,0.06892280955936703,1.0,0.9,0.2701724488993446
1,1500,louis,beta[0][2],0.9020748741457725,0.9145753341794706,0.06675993200673612,1.0,0.99,0.26169412468709113
1,1500,louis,beta[0][3],-0.9980919446764343,-1.0146131255809425,0.0675630228879376,1.0,0.95,0.264842183094026
1,1500,louis,beta[0][4],0.6013037569664401,0.6133939848528501,0.06588635708394219,1.0,0.94,0.2582697739141443
1,1500,louis,beta[1][0],0.9979696082669469,0.9957984849739221,0.04253733443017547,1.0,0.93,0.16674328696295906
1,1500,louis,beta[1][1],0.4986092083344017,0.4970990329951826,0.04107241776827888,1.0,0.97,0.1610009191676191
1,1500,louis,beta[1][2],-0.7016137910022674,-0.7004160994329132,0.04164052894826639,1.0,0.93,0.16322787407159928
1,1500,louis,beta[1][3],1.197710333611721,1.1907562413143724,0.04133190516593402,1.0,0.98,0.16201809107531134
1,1500,louis,beta[1][4],-0.40086917131096006,-0.3968601595364493,0.04123514984056865,1.0,0.98,0.16163881716925416
1,1500,numeric,beta[0][0],-0.4981569526198134,-0.4891262604324844,0.06680732485384792,1.0,0.95,0.26187990123401905
1,1500,numeric,beta[0][1],-0.7977747333350428,-0.8042045158351935,0.06906458456082126,1.0,0.9,0.2707281966928614
1,1500,numeric,beta[0][2],0.9020748741457725,0.9145753341794706,0.06677208680373535,1.0,0.99,0.26174177061580695
1,1500,numeric,beta[0][3],-0.9980919446764343,-1.0146131255809425,0.06765639302184796,1.0,0.95,0.265208187293418
1,1500,numeric,beta[0][4],0.6013037569664401,0.6133939848528501,0.06593917014647804,1.0,0.94,0.2584767973151113
1,1500,numeric,beta[1][0],0.9979696082669469,0.9957984849739221,0.04258620400873452,1.0,0.93,0.16693485219078982
1,1500,numeric,beta[1][1],0.4986092083344017,0.4970990329951826,0.04107254345306675,1.0,0.97,0.16100141184293437
1,1500,numeric,beta[1][2],-0.7016137910022674,-0.7004160994329132,0.04164825024325511,1.0,0.93,0.1632581409917831
1,1500,numeric,beta[1][3],1.197710333611721,1.1907562413143724,0.04134581581226713,1.0,0.98,0.16207261980694046
1,1500,numeric,beta[1][4],-0.40086917131096006,-0.3968601595364493,0.041245670924491336,1.0,0.98,0.16168005906038777
2,500,louis,beta[0][0],-0.11839713056952383,0.03282973100889678,0.028888369389152686,1.0,0.68,0.1132403271496572
2,500,louis,beta[0][1],0.035294127978821775,0.04014429301236778,0.029354719728051128,1.0,0.96,0.11506838688649522
2,500,louis,beta[0][2],-0.014453708300379804,-0.018478709400781057,0.029871268299093968,1.0,0.94,0.11709322007751441
2,500,louis,beta[0][3],0.02827165572275302,0.029246039718738324,0.03022944094847019,1.0,0.89,0.11849723106356379
2,500,louis,beta[0][4],-0.009667043790132333,-0.010211345151966221,0.029316128240334215,1.0,0.92,0.11491711103442526
2,500,louis,beta[1][0],0.5185527909049642,0.5351306124105052,0.056804273368542324,1.0,0.9,0.22266865994062132
2,500,louis,beta[1][1],-0.18442493132036225,-0.17986568736522351,0.05471999931187046,1.0,0.95,0.21449845577064522
2,500,louis,beta[1][2],0.1638701871755562,0.1699082812140946,0.056474016018851846,1.0,0.91,0.2213740749185754
2,500,louis,beta[1][3],-0.12786513802164065,-0.14065516888945934,0.05616051387549716,1.0,0.96,0.22014516909847276
2,500,louis,beta[1][4],0.10946745694858662,0.11349743543546184,0.055689942304267825,1.0,0.96,0.21830056243495694
2,500,numeric,beta[0][0],-0.11839713056952383,0.03282973100889678,0.028888365987625408,1.0,0.68,0.11324031381591532
2,500,numeric,beta[0][1],0.035294127978821775,0.04014429301236778,0.029354717564306992,1.0,0.96,0.11506837840477406
2,500,numeric,beta[0][2],-0.014453708300379804,-0.018478709400781057,0.02987126102011055,1.0,0.94,0.11709319154442371
2,500,numeric,beta[0][3],0.02827165572275302,0.029246039718738324,0.030229435919817887,1.0,0.89,0.11849721135160897
2,500,numeric,beta[0][4],-0.009667043790132333,-0.010211345151966221,0.02931611889170092,1.0,0.92,0.11491707438845616
2,500,numeric,beta[1][0],0.5185527909049642,0.5351306124105052,0.05680425709944394,1.0,0.9,0.22266859616692755
2,500,numeric,beta[1][1],-0.18442493132036225,-0.17986568736522351,0.054719987908371744,1.0,0.95,0.21449841106975168
2,500,numeric,beta[1][2],0.1638701871755562,0.1699082812140946,0.056474015359993385,1.0,0.91,0.22137407233589762
2,500,numeric,beta[1][3],-0.12786513802164065,-0.14065516888945934,0.05616050884021217,1.0,0.96,0.2201451493605183
2,500,numeric,beta[1][4],0.10946745694858662,0.11349743543546184,0.055689933086745164,1.0,0.96,0.21830052630293204
2,1000,louis,beta[0][0],-0.23178084920533593,-0.11030380335042483,0.017782307547817344,1.0,0.7,0.0697053647114735
2,1000,louis,beta[0][1],0.07320559275235124,0.07235666846314336,0.017936458829757997,1.0,0.89,0.07030962663302222
2,1000,louis,beta[0][2],-0.04679252553148084,-0.05514658487934707,0.018354847025555062,1.0,0.95,0.07194967822366011
2,1000,louis,beta[0][3],0.05786146725115311,0.06877074742363107,0.01841047066586314,1.0,0.92,0.07216771888704579
2,1000,louis,beta[0][4],-0.03111160158674351,-0.033676017954155854,0.01789993273819007,1.0,0.92,0.07016644698508392
2,1000,louis,beta[1][0],0.6319857474025887,0.6316795157700692,0.043752906765606496,1.0,0.91,0.17150824295905515
2,1000,louis,beta[1][1],-0.2225359983013511,-0.2213016861061142,0.041981843881453124,1.0,0.92,0.16456580402446272
2,1000,louis,beta[1][2],0.19625840003419115,0.1987305652600006,0.04287504615707664,1.0,0.98,0.1680670926067253
2,1000,louis,beta[1][3],-0.1576450614214545,-0.15908680510625042,0.042896187354440105,1.0,0.97,0.1681499645775702
2,1000,louis,beta[1][4],0.13106598665801403,0.13001830677709944,0.04203256026189964,1.0,0.94,0.16476460858266545
2,1000,numeric,beta[0][0],-0.23178084920533593,-0.11030380335042483,0.017782306689608143,1.0,0.7,0.06970536134735525
2,1000,numeric,beta[0][1],0.07320559275235124,0.07235666846314336,0.017936457561750763,1.0,0.89,0.0703096216625252
2,1000,numeric,beta[0][2],-0.04679252553148084,-0.05514658487934707,0.01835484448529781,1.0,0.95,0.07194966826603466
2,1000,numeric,beta[0][3],0.05786146725115311,0.06877074742363107,0.018410466852315805,1.0,0.92,0.07216770393821494
2,1000,numeric,beta[0][4],-0.03111160158674351,-0.033676017954155854,0.017899926005393328,1.0,0.92,0.07016642059300567
2,1000,numeric,beta[1][0],0.6319857474025887,0.6316795157700692,0.04375290096865778,1.0,0.91,0.17150822023543374
2,1000,numeric,beta[1][1],-0.2225359983013511,-0.2213016861061142,0.041981842367757496,1.0,0.92,0.16456579809088484
2,1000,numeric,beta[1][2],0.19625840003419115,0.1987305652600006,0.0428750594512777,1.0,0.98,0.16806714471903586
2,1000,numeric,beta[1][3],-0.1576450614214545,-0.15908680510625042,0.04289617966236481,1.0,0.97,0.16814993442518908
2,1000,numeric,beta[1][4],0.13106598665801403,0.13001830677709944,0.0420325582801562,1.0,0.94,0.16476460081437394
2,1500,louis,beta[0][0],-0.18522258943724812,-0.0478904288324621,0.015424517864808378,1.0,0.68,0.06046299898783815
2,1500,louis,beta[0][1],0.05664680375823667,0.06224782695015291,0.01567365974552275,1.0,0.92,0.06143961721431962
2,1500,louis,beta[0][2],-0.032787136774748434,-0.03698278709216746,0.015792060636762487,1.0,0.92,0.06190374017945428
2,1500,louis,beta[0][3],0.04606747607114178,0.04666205169980947,0.015949390662802033,1.0,0.92,0.0625204625489028
2,1500,louis,beta[0][4],-0.02169357709988441,-0.026637713069776678,0.015575365335711727,1.0,0.92,0.06105431020809717
2,1500,louis,beta[1][0],0.5856651450831045,0.5870758182293424,0.03470736705986737,1.0,0.93,0.13605037887110372
2,1500,louis,beta[1][1],-0.20626825253702616,-0.21039401783992673,0.03309806350927205,1.0,0.95,0.1297420248723852
2,1500,louis,beta[1][2],0.18250580912636163,0.17935506030534853,0.034196202187765104,1.0,0.97,0.13404664939213878
2,1500,louis,beta[1][3],-0.1459253902510139,-0.15129325626202186,0.03428067722567219,1.0,0.96,0.13437778545591988
2,1500,louis,beta[1][4],0.12157857330918123,0.12071945599360051,0.0336539614897372,1.0,0.92,0.13192110491396566
2,1500,numeric,beta[0][0],-0.18522258943724812,-0.0478904288324621,0.015424518447711618,1.0,0.68,0.06046300127277686
2,1500,numeric,beta[0][1],0.05664680375823667,0.06224782695015291,0.015673662690168146,1.0,0.92,0.06143962875711747
2,1500,numeric,beta[0][2],-0.032787136774748434,-0.03698278709216746,0.015792061509526424,1.0,0.92,0.06190374360062604
2,1500,numeric,beta[0][3],0.04606747607114178,0.04666205169980947,0.01594939317983792,1.0,0.92,0.06252047241550217
2,1500,numeric,beta[0][4],-0.02169357709988441,-0.026637713069776678,0.015575366109865292,1.0,0.92,0.06105431324272338
2,1500,numeric,beta[1][0],0.5856651450831045,0.5870758182293424,0.034707356435739405,1.0,0.93,0.13605033722528737
2,1500,numeric,beta[1][1],-0.20626825253702616,-0.21039401783992673,0.03309806084685482,1.0,0.95,0.12974201443590144
2,1500,numeric,beta[1][2],0.18250580912636163,0.17935506030534853,0.03419619085581226,1.0,0.97,0.1340466049716999
2,1500,numeric,beta[1][3],-0.1459253902510139,-0.15129325626202186,0.03428067190628123,1.0,0.96,0.13437776460429043
2,1500,numeric,beta[1][4],0.12157857330918123,0.12071945599360051,0.03365395939416672,1.0,0.92,0.13192109669948032
4,500,louis,beta[0][0],1.4095577272074522,1.3983291095087567,0.08712011573970663,1.0,0.94,0.3415045783575721
4,500,louis,beta[0][1],-0.053634148272874986,-0.03489240738591245,0.07852018353619958,1.0,0.97,0.3077934635808521
4,500,louis,beta[0][2],0.05330085570151712,0.018457411399047573,0.07744941326955958,1.0,0.93,0.3035961212641906
4,500,louis,beta[0][3],-0.05313102109718993,-0.029934327563758228,0.07861252642555577,1.0,0.96,0.3081554410555851
4,500,louis,beta[0][4],0.05424418601921018,0.03641531442382719,0.07946240045531316,1.0,0.92,0.31148688603502594
4,500,louis,beta[1][0],1.5904422727925478,1.5854172680846212,0.07008146345615798,1.0,0.94,0.2747142887158591
4,500,louis,beta[1][1],0.053634148272874986,0.05372777850113761,0.06034552053217821,1.0,0.97,0.23655009374278324
4,500,louis,beta[1][2],-0.05330085570151712,-0.05035952665783602,0.061032994287074926,1.0,0.94,0.23924494134261137
4,500,louis,beta[1][3],0.05313102109718993,0.04875059346030412,0.0616007070024503,1.0,0.96,0.24147033429401377
4,500,louis,beta[1][4],-0.05424418601921018,-0.058776445979439186,0.06057803654191025,1.0,0.9,0.23746153975259077
4,500,numeric,beta[0][0],1.4095577272074522,1.3983291095087567,0.08712062729744748,1.0,0.94,0.3415065836270682
4,500,numeric,beta[0][1],-0.053634148272874986,-0.03489240738591245,0.07852102168645292,1.0,0.97,0.3077967490694724
4,500,numeric,beta[0][2],0.05330085570151712,0.018457411399047573,0.0774500086621643,1.0,0.93,0.30359845516031436
4,500,numeric,beta[0][3],-0.05313102109718993,-0.029934327563758228,0.07861318034502865,1.0,0.96,0.3081580043728164
4,500,numeric,beta[0][4],0.05424418601921018,0.03641531442382719,0.07946363161275165,1.0,0.92,0.3114917120835034
4,500,numeric,beta[1][0],1.5904422727925478,1.5854172680846212,0.07008158172448327,1.0,0.94,0.27471475231917525
4,500,numeric,beta[1][1],0.053634148272874986,0.05372777850113761,0.060345721755307995,1.0,0.97,0.2365508825229577
4,500,numeric,beta[1][2],-0.05330085570151712,-0.05035952665783602,0.061033172832275745,1.0,0.94,0.2392456412269378
4,500,numeric,beta[1][3],0.05313102109718993,0.04875059346030412,0.06160089348309224,1.0,0.96,0.24147106528469778
4,500,numeric,beta[1][4],-0.05424418601921018,-0.058776445979439186,0.060578341340365396,1.0,0.9,0.23746273454058003
4,1000,louis,beta[0][0],1.309144185240319,1.2952937676025582,0.07137044078223542,1.0,0.91,0.2797669869878602
4,1000,louis,beta[0][1],-0.11310756260887773,-0.10202741535268921,0.05828656673686649,1.0,0.94,0.22847914317349718
4,1000,louis,beta[0][2],0.11420165382142615,0.10906033936354144,0.0627119504708108,1.0,0.92,0.24582632864609763
4,1000,louis,beta[0][3],-0.11348971254820168,-0.10700981038954298,0.061084159067364016,1.0,0.89,0.23944550359589845
4,1000,louis,beta[0][4],0.11483013796711818,0.10094948726315202,0.05832981060049429,1.0,0.97,0.22864865600402287
4,1000,louis,beta[1][0],1.690855814759681,1.688233355450882,0.03953113531979083,1.0,0.93,0.15495920298953858
4,1000,louis,beta[1][1],0.11310756260887773,0.12725131865145664,0.03439322707912959,1.0,0.96,0.1348189727744034
4,1000,louis,beta[1][2],-0.11420165382142615,-0.1172675438412157,0.035008516472255787,1.0,0.93,0.1372308628755971
4,1000,louis,beta[1][3],0.11348971254820168,0.11154507111472074,0.034305605269138874,1.0,0.95,0.1344755015907194
4,1000,louis,beta[1][4],-0.11483013796711818,-0.11256757725870234,0.033739518350190935,1.0,0.93,0.13225648164420498
4,1000,numeric,beta[0][0],1.309144185240319,1.2952937676025582,0.07137285064688485,1.0,0.91,0.2797764334837012
4,1000,numeric,beta[0][1],-0.11310756260887773,-0.10202741535268921,0.058287303699769984,1.0,0.94,0.22848203201499476
4,1000,numeric,beta[0][2],0.11420165382142615,0.10906033936354144,0.06271533988964388,1.0,0.92,0.24583961492378034
4,1000,numeric,beta[0][3],-0.11348971254820168,-0.10700981038954298,0.06108709112767334,1.0,0.89,0.23945699706111198
4,1000,numeric,beta[0][4],0.11483013796711818,0.10094948726315202,0.058331353432892544,1.0,0.97,0.2286547037958924
4,1000,numeric,beta[1][0],1.690855814759681,1.688233355450882,0.03953128339957773,1.0,0.93,0.15495978345163688
4,1000,numeric,beta[1][1],0.11310756260887773,0.12725131865145664,0.03439331331225158,1.0,0.96,0.13481931080203016
4,1000,numeric,beta[1][2],-0.11420165382142615,-0.1172675438412157,0.03500858382083481,1.0,0.93,0.1372311268771757
4,1000,numeric,beta[1][3],0.11348971254820168,0.11154507111472074,0.034305672005277586,1.0,0.95,0.13447576319157606
4,1000,numeric,beta[1][4],-0.11483013796711818,-0.11256757725870234,0.033739650611718554,1.0,0.93,0.13225700009986632
4,1500,louis,beta[0][0],1.2718221631317324,1.2861319085297618,0.056450642031030535,1.0,0.9,0.22128245056996565
4,1500,louis,beta[0][1],-0.13709034719215984,-0.1321555337836058,0.047710786907779947,1.0,0.9,0.18702284802662764
4,1500,louis,beta[0][2],0.13691688763116783,0.12015795252139382,0.04856564492262154,1.0,0.96,0.1903738298685975
4,1500,louis,beta[0][3],-0.13739889817898251,-0.1290643312980922,0.04944298536685858,1.0,0.94,0.19381294121436743
4,1500,louis,beta[0][4],0.13771678270859083,0.12594578594148514,0.049007502596839864,1.0,0.95,0.19210588012411858
4,1500,louis,beta[1][0],1.7281778368682676,1.7288593400985366,0.03034860859696102,1.0,0.94,0.1189643596618925
4,1500,louis,beta[1][1],0.13709034719215984,0.140855661277538,0.026028800509539533,1.0,0.95,0.10203102311895057
4,1500,louis,beta[1][2],-0.13691688763116783,-0.1388115344611916,0.026187554673912605,1.0,0.94,0.1026533280080845
4,1500,louis,beta[1][3],0.13739889817898251,0.14392310782869425,0.026326917356304932,1.0,0.95,0.10319961968464023
4,1500,louis,beta[1][4],-0.13771678270859083,-0.13659669187922777,0.02568287683014392,1.0,0.95,0.1006750272129206
4,1500,numeric,beta[0][0],1.2718221631317324,1.2861319085297618,0.05645065821579237,1.0,0.9,0.22128251401306628
4,1500,numeric,beta[0][1],-0.13709034719215984,-0.1321555337836058,0.04771076624464604,1.0,0.9,0.1870227670286311
4,1500,numeric,beta[0][2],0.13691688763116783,0.12015795252139382,0.048565622227781734,1.0,0.96,0.19037374090646014
4,1500,numeric,beta[0][3],-0.13739889817898251,-0.1290643312980922,0.049442975170357936,1.0,0.94,0.19381290124481937
4,1500,numeric,beta[0][4],0.13771678270859083,0.12594578594148514,0.049007582648191245,1.0,0.95,0.19210619391964978
4,1500,numeric,beta[1][0],1.7281778368682676,1.7288593400985366,0.03034862845212429,1.0,0.94,0.11896443749270233
4,1500,numeric,beta[1][1],0.13709034719215984,0.140855661277538,0.02602883130752465,1.0,0.95,0.10203114384483382
4,1500,numeric,beta[1][2],-0.13691688763116783,-0.1388115344611916,0.02618757774884747,1.0,0.94,0.10265341846016707
4,1500,numeric,beta[1][3],0.13739889817898251,0.14392310782869425,0.026326933486434403,1.0,0.95,0.10319968291358589
4,1500,numeric,beta[1][4],-0.13771678270859083,-0.13659669187922777,0.025682874640725092,1.0,0.95,0.1006750186305565
